al_ContractNumber;al_amount;al_issue_M_group;sex;is_client_local;has_snils;zaim_cards;age;has_foreign_currency_credits;court_counts;official_count;has_resold_credits;cred_line_state;potreb_tot;potreb_active_tot_group;potreb_other_states_tot;pdl_tot;pdl_closed_tot;pdl_active_to_total_group;pdl_delay5_cnt;pdl_delay30_cnt;pdl_delay60_cnt;pdl_delay90_cnt;pdl_delay_more_cnt;pdl_prolong_cnt;avg_payout_period_pdl;avg_pdl_full_cost;avg_pdl_amount;pdl_delay5_avg;pdl_delay30_avg;pdl_delay60_avg;pdl_delay90_avg;pdl_delay_more_avg;res_npl_15;is_test
23209-006-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;3;0;1;0;3;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0
24870-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
25195-006-17;5000;1;2;0;0;0;3;0;0;0;0;2;1;3;0;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
25016-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
25269-006-17;3000;1;1;1;0;0;3;0;0;1;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
25032-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
25731-006-17;5000;1;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
26748-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
27825-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
27642-006-17;3000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28338-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
27439-006-17;3000;1;2;1;0;0;3;0;0;1;0;2;1;1;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0
29140-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28881-006-17;3000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
29154-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
29126-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
28780-006-17;5000;1;1;0;1;0;2;0;0;0;0;1;1;3;0;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
30075-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
30069-006-17;3000;1;1;0;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
31526-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
31759-006-17;5000;1;1;0;0;0;2;0;1;0;1;2;1;3;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0
31614-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
32091-006-17;5000;1;2;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
33321-006-17;3000;1;2;0;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
32849-006-17;3000;1;1;0;0;0;2;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
32992-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
34104-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
33894-006-17;3000;1;2;1;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
34016-006-17;5000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
34303-006-17;3000;1;1;1;0;0;3;0;0;0;0;2;1;3;0;1;0;3;0;1;1;1;1;1;1;2;1;0;1;1;1;1;0;0
34798-006-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
35878-006-17;5000;1;2;0;0;0;3;0;0;0;0;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
35771-006-17;4000;1;1;0;0;0;2;0;0;1;0;2;1;2;0;1;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0
36000-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
36788-006-17;5000;1;2;1;0;0;2;0;0;0;0;2;1;3;0;1;0;2;0;1;0;0;0;1;1;2;1;0;1;0;0;0;0;0
36880-006-17;5000;1;2;0;0;0;3;0;0;0;1;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
36257-006-17;3000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
36813-006-17;5000;1;1;1;0;0;3;0;0;0;1;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
37705-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
37662-006-17;3000;1;1;1;0;0;3;0;0;0;0;2;1;1;0;1;0;2;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0
37730-006-17;3000;1;1;0;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
38719-006-17;5000;1;1;0;0;0;3;0;0;1;1;2;1;3;0;1;1;3;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0
39096-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
39511-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
40815-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;1;0;1;0;2;0;1;1;0;0;1;1;2;1;0;1;1;0;0;1;0
41555-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
42579-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
45401-006-17;5000;1;1;1;0;0;3;0;0;1;0;2;1;2;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0
46231-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
46324-006-17;3000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
46885-006-17;3000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
47783-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
47667-006-17;5000;1;2;0;0;0;3;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0
48664-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
48537-006-17;4000;1;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
49726-006-17;5000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
50922-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;1;0;2;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
50937-006-17;3000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
50639-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
51262-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;1;0;2;0;1;0;0;0;1;1;2;1;0;1;0;0;0;1;0
51981-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
52648-006-17;5000;1;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
52510-006-17;3000;1;2;1;0;0;3;0;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
52379-006-17;5000;1;2;1;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
53944-006-17;3000;1;1;0;0;0;1;0;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
53433-006-17;5000;1;1;0;0;0;3;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
53799-006-17;5000;1;2;0;0;0;3;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
53373-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
54138-006-17;3000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
54839-006-17;5000;1;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
54979-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
55605-006-17;4000;1;1;0;0;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
55835-006-17;3000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
56514-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
56578-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
58597-006-17;4000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0
58924-006-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
58575-006-17;3000;1;1;0;0;0;2;0;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
58567-006-17;5000;1;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
59443-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
59968-006-17;4000;1;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
60914-006-17;5000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
60331-006-17;5000;1;1;1;0;0;2;0;0;1;0;2;1;2;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
60344-006-17;5000;1;2;0;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
60261-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
62109-006-17;3000;1;2;0;0;0;2;0;0;0;0;2;1;1;1;1;1;1;1;1;0;1;1;1;1;2;1;0;1;0;1;1;0;0
63460-006-17;5000;1;2;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
63619-006-17;5000;1;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
63066-006-17;5000;1;2;0;0;0;2;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
63769-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
64132-006-17;5000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
63973-006-17;5000;1;1;1;0;0;2;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
64843-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
65406-006-17;5000;1;1;0;0;0;2;0;0;0;1;2;1;3;0;1;0;2;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
66397-006-17;5000;1;2;1;0;0;3;0;0;1;0;2;1;2;0;1;1;3;1;1;0;0;0;1;0;2;1;0;0;0;0;0;0;0
66103-006-17;4000;1;1;0;0;0;2;0;0;0;0;2;1;1;0;1;0;2;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
66605-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;1;0;1;0;3;0;1;0;1;1;1;1;2;1;0;1;0;0;0;0;0
67969-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
69247-006-17;5000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
69195-006-17;5000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
69809-006-17;5000;1;1;1;0;0;1;0;0;0;0;2;1;3;0;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0
70802-006-17;5000;1;1;1;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
70962-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
71268-006-17;5000;1;1;1;0;0;3;0;0;1;0;2;1;2;0;1;1;3;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0
71834-006-17;5000;1;1;0;0;0;1;0;1;0;0;2;0;3;0;1;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
72350-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;3;0;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0
71775-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;1;1;1;0;2;0;1;1;0;0;1;1;2;1;0;1;1;0;0;0;0
72769-006-17;3000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
73164-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;1;0;2;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0
72718-006-17;3000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
73631-006-17;5000;1;2;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
75260-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
76067-006-17;5000;1;2;1;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
76305-006-17;5000;1;2;1;0;0;2;0;0;1;0;2;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0
77308-006-17;5000;1;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
76960-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
77757-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
78198-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
78130-006-17;3000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
78011-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
78981-006-17;3000;1;2;0;0;0;3;0;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
81717-006-17;5000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
81986-006-17;5000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
82769-006-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
84021-006-17;3000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
84891-006-17;3000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
84858-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
85336-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
86433-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
86587-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
85875-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
86380-006-17;5000;1;1;1;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
86851-006-17;5000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
87486-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
87167-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
87224-006-17;3000;1;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
86924-006-17;3000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
86891-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
87414-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
87702-006-17;5000;1;1;0;0;0;2;0;1;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
87931-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
88256-006-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
87820-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
87684-006-17;5000;1;1;0;0;0;2;0;1;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
87858-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
88138-006-17;4000;1;1;0;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
87913-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
87668-006-17;3000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
89065-006-17;5000;1;1;0;0;0;1;0;1;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
90626-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
89986-006-17;5000;1;2;1;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
90065-006-17;4000;1;2;0;0;0;2;0;0;1;1;2;1;2;0;1;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
91244-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
92068-006-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
93407-006-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
93648-006-17;3000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
94446-006-17;3000;1;1;1;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
94371-006-17;3000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
95642-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
96886-006-17;5000;1;2;1;1;0;3;0;0;1;0;2;1;1;0;1;0;3;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0
96919-006-17;3000;1;2;1;0;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
96149-006-17;3000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
96832-006-17;3000;1;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
97610-006-17;5000;1;1;0;0;0;3;0;0;0;1;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
99967-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
99874-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
100778-006-17;3000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
100263-006-17;3000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
100907-006-17;3000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
102474-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
102364-006-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
102919-006-17;5000;1;2;1;0;0;2;0;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
103417-006-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
104305-006-17;3000;1;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
105503-006-17;5000;1;2;0;0;0;3;0;0;0;0;2;1;3;0;1;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
105601-006-17;5000;1;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
105420-006-17;5000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
105710-006-17;3000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
106882-006-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
108708-006-17;3000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
